date,circulation,n_1_1,n_1_2,n_1_3,n_1_4,n_2_1,n_2_2,n_2_3,n_2_4,prize
09.06.2019 22:00,1054,10,15,17,19,1,13,18,19,599 073 960 
09.06.2019 10:00,1053,16,17,18,20,12,13,14,16,597 788 057 
08.06.2019 22:00,1052,1,5,14,18,3,4,16,17,595 178 814 
08.06.2019 10:00,1051,7,12,16,20,2,3,5,14,593 648 914 
07.06.2019 22:00,1050,2,6,16,17,13,16,17,19,590 594 268 
07.06.2019 10:00,1049,3,7,10,14,5,6,11,18,589 049 736 
06.06.2019 22:00,1048,3,5,6,19,3,7,9,16,586 189 993 
06.06.2019 10:00,1047,6,7,8,10,5,15,19,20,584 607 455 
05.06.2019 22:00,1046,5,7,9,11,6,9,10,11,581 718 658 
05.06.2019 10:00,1045,4,5,9,12,4,5,12,17,580 290 851 
04.06.2019 22:00,1044,10,11,12,15,1,5,9,11,577 669 944 
04.06.2019 10:00,1043,1,4,6,8,3,8,13,19,576 292 902 
03.06.2019 22:00,1042,10,12,13,14,1,11,14,18,573 781 768 
03.06.2019 10:00,1041,7,11,14,19,1,2,16,20,572 432 994 
02.06.2019 22:00,1040,1,5,10,16,2,12,13,14,570 198 949 
02.06.2019 10:00,1039,2,7,16,17,2,4,15,17,568 980 177 
01.06.2019 22:00,1038,10,15,16,20,1,5,15,18,566 535 180 
01.06.2019 10:00,1037,2,7,9,19,1,3,4,10,565 033 404 
31.05.2019 22:00,1036,2,3,8,18,1,3,19,20,562 644 546 
31.05.2019 10:00,1035,12,16,18,19,8,13,15,19,561 041 286 
30.05.2019 22:00,1034,3,11,14,16,6,10,13,15,558 974 112 
30.05.2019 10:00,1033,7,14,15,19,9,13,18,20,557 638 064 
29.05.2019 22:00,1032,11,13,16,20,10,11,14,19,555 387 227 
29.05.2019 10:00,1031,2,6,16,19,2,3,16,19,553 920 998 
28.05.2019 22:00,1030,8,9,10,12,7,15,17,19,551 862 104 
28.05.2019 10:00,1029,4,10,13,19,3,11,12,20,550 441 055 
27.05.2019 22:00,1028,5,7,9,20,2,9,11,16,547 877 621 
27.05.2019 10:00,1027,10,12,18,20,2,9,10,19,546 632 438 
26.05.2019 22:00,1026,1,10,11,18,2,3,11,20,544 243 212 
26.05.2019 10:00,1025,9,10,13,14,10,13,15,16,543 001 319 
25.05.2019 22:00,1024,2,6,9,16,3,5,15,19,540 944 271 
25.05.2019 10:00,1023,5,8,10,13,3,4,16,19,539 501 224 
24.05.2019 22:00,1022,4,12,17,18,2,5,10,16,536 419 893 
24.05.2019 10:00,1021,1,7,10,18,7,12,19,20,534 882 020 
23.05.2019 22:00,1020,3,13,15,17,13,15,16,19,531 992 902 
23.05.2019 10:00,1019,4,13,15,19,1,9,14,20,530 345 783 
22.05.2019 22:00,1018,2,4,7,14,4,6,9,11,527 736 895 
22.05.2019 10:00,1017,9,11,13,16,4,11,12,17,526 230 277 
21.05.2019 22:00,1016,2,3,5,12,11,13,17,18,523 937 130 
21.05.2019 10:00,1015,6,11,19,20,8,9,11,17,522 413 162 
20.05.2019 22:00,1014,4,9,13,14,6,8,14,18,519 832 322 
20.05.2019 10:00,1013,1,7,11,18,4,11,13,16,518 556 006 
19.05.2019 22:00,1012,6,11,17,20,1,3,12,13,516 067 760 
19.05.2019 10:00,1011,2,3,5,19,2,4,6,20,514 716 586 
18.05.2019 22:00,1010,3,10,13,15,1,14,15,16,511 953 154 
18.05.2019 10:00,1009,4,5,8,16,9,10,15,17,510 385 084 
17.05.2019 22:00,1008,10,14,19,20,5,12,14,20,507 748 326 
17.05.2019 10:00,1007,1,9,15,17,10,15,16,19,506 004 474 
16.05.2019 22:00,1006,1,4,10,14,11,13,14,16,502 774 626 
16.05.2019 10:00,1005,2,6,12,14,6,7,9,15,501 006 276 
15.05.2019 22:00,1004,2,11,13,17,11,15,18,19,497 753 440 
15.05.2019 10:00,1003,6,11,12,19,5,9,12,14,496 519 480 
14.05.2019 22:00,1002,4,7,11,15,2,4,6,10,494 138 415 
14.05.2019 10:00,1001,5,16,17,20,1,4,15,19,492 505 926 
13.05.2019 22:00,1000,1,3,9,13,3,9,12,14,489 493 960 
13.05.2019 10:00,999,5,11,19,20,6,11,12,18,488 019 671 
12.05.2019 22:00,998,6,13,17,20,4,9,12,13,485 509 627 
12.05.2019 10:00,997,8,12,13,15,6,8,9,14,484 321 668 
11.05.2019 22:00,996,4,5,14,16,3,10,18,20,481 962 489 
11.05.2019 10:00,995,2,7,8,15,7,17,19,20,480 660 577 
10.05.2019 22:00,994,1,9,10,19,2,12,14,15,478 305 807 
10.05.2019 10:00,993,6,9,12,19,2,3,9,17,477 039 572 
09.05.2019 22:00,992,1,3,10,12,7,8,15,20,474 802 405 
09.05.2019 10:00,991,7,11,16,17,9,14,17,18,473 151 220 
08.05.2019 22:00,990,12,14,16,18,6,15,17,18,469 370 581 
08.05.2019 10:00,989,1,4,16,17,3,5,9,10,467 750 804 
07.05.2019 22:00,988,9,12,13,16,7,9,11,15,464 962 626 
07.05.2019 10:00,987,2,7,10,13,1,5,10,19,463 471 099 
06.05.2019 22:00,986,2,6,9,11,3,4,17,18,460 753 054 
06.05.2019 10:00,985,1,5,8,13,5,9,13,18,459 384 050 
05.05.2019 22:00,984,8,11,14,18,1,11,14,15,456 925 955 
05.05.2019 10:00,983,6,9,10,11,5,6,9,13,455 581 427 
04.05.2019 22:00,982,5,9,10,17,2,9,13,19,453 527 320 
04.05.2019 10:00,981,1,9,16,19,3,6,7,18,452 106 434 
03.05.2019 22:00,980,9,10,12,18,1,4,6,18,449 540 998 
03.05.2019 10:00,979,4,6,13,17,3,8,9,20,448 114 914 
02.05.2019 22:00,978,13,16,17,18,5,12,13,14,446 048 451 
02.05.2019 10:00,977,7,9,14,20,4,7,15,16,444 875 913 
01.05.2019 22:00,976,1,5,12,18,7,8,9,20,442 319 200 
01.05.2019 10:00,975,5,10,12,15,2,3,11,12,440 689 299 
30.04.2019 22:00,974,1,5,10,13,4,7,9,17,437 213 037 
30.04.2019 10:00,973,1,2,11,20,1,3,7,15,435 491 021 
29.04.2019 22:00,972,7,10,13,14,7,10,17,18,432 812 062 
29.04.2019 10:00,971,3,9,10,16,2,12,14,17,431 748 169 
28.04.2019 22:00,970,1,3,11,19,1,4,7,20,429 631 402 
28.04.2019 10:00,969,2,13,14,17,4,14,19,20,428 544 207 
27.04.2019 22:00,968,2,10,12,13,8,9,11,20,426 050 272 
27.04.2019 10:00,967,3,7,10,12,5,11,15,19,424 782 742 
26.04.2019 22:00,966,6,7,15,18,10,15,16,17,422 295 791 
26.04.2019 10:00,965,6,12,14,19,3,11,13,14,421 096 663 
25.04.2019 22:00,964,1,15,17,20,9,10,12,18,418 282 220 
25.04.2019 10:00,963,1,7,11,16,2,3,14,16,416 749 277 
24.04.2019 22:00,962,10,11,16,17,2,3,5,14,413 805 116 
24.04.2019 10:00,961,2,5,6,19,3,14,16,18,412 370 101 
23.04.2019 22:00,960,5,8,14,18,3,10,11,18,410 166 700 
23.04.2019 10:00,959,1,3,4,5,6,16,19,20,408 675 901 
22.04.2019 22:00,958,7,11,19,20,3,13,16,17,406 029 724 
22.04.2019 10:00,957,7,8,9,13,1,6,7,19,404 968 919 
21.04.2019 22:00,956,10,11,12,19,4,5,8,17,402 591 559 
21.04.2019 10:00,955,5,6,13,17,2,4,7,15,401 297 425 
20.04.2019 22:00,954,3,6,12,19,1,2,9,19,399 236 210 
20.04.2019 10:00,953,2,6,17,19,3,4,5,9,397 855 829 
19.04.2019 22:00,952,4,7,12,16,4,8,11,16,395 050 480 
19.04.2019 10:00,951,4,10,17,19,3,5,6,18,393 896 198 
18.04.2019 22:00,950,2,3,13,16,3,4,7,13,391 141 140 
18.04.2019 10:00,949,3,5,6,12,11,12,16,18,389 615 420 
17.04.2019 22:00,948,2,3,4,17,3,7,15,19,386 653 746 
17.04.2019 10:00,947,2,3,10,18,6,7,8,19,385 257 710 
16.04.2019 22:00,946,3,6,12,13,6,10,15,19,382 574 616 
16.04.2019 10:00,945,2,8,17,20,3,5,13,18,381 125 478 
15.04.2019 22:00,944,3,5,12,16,8,14,15,18,378 966 710 
15.04.2019 10:00,943,2,4,13,15,1,10,15,20,377 595 404 
14.04.2019 22:00,942,4,8,12,19,8,13,14,17,375 170 299 
14.04.2019 10:00,941,9,13,18,19,4,7,18,19,373 856 933 
13.04.2019 22:00,940,3,11,17,19,3,8,16,17,371 069 167 
13.04.2019 10:00,939,7,9,13,15,6,10,12,14,369 828 955 
12.04.2019 22:00,938,9,11,17,20,4,13,14,20,366 651 540 
12.04.2019 10:00,937,5,17,18,19,5,8,14,20,364 944 189 
11.04.2019 22:00,936,1,5,6,7,6,8,15,18,361 835 407 
11.04.2019 10:00,935,5,11,17,19,1,9,11,20,360 194 823 
10.04.2019 22:00,934,4,8,11,12,3,7,13,19,357 632 150 
10.04.2019 10:00,933,2,3,9,15,9,11,15,16,356 193 979 
09.04.2019 22:00,932,11,13,14,17,1,4,10,18,353 404 202 
09.04.2019 10:00,931,2,6,14,18,1,7,9,16,351 975 083 
08.04.2019 22:00,930,3,9,18,19,2,3,8,17,349 393 560 
08.04.2019 10:00,929,6,8,9,13,12,15,16,19,348 020 862 
07.04.2019 22:00,928,3,6,13,19,3,5,10,20,345 527 494 
07.04.2019 10:00,927,1,2,6,9,1,7,13,15,344 138 244 
06.04.2019 22:00,926,5,8,11,16,5,10,11,19,341 879 875 
06.04.2019 10:00,925,9,13,14,15,7,10,12,15,340 391 351 
05.04.2019 22:00,924,1,6,7,18,1,2,4,8,337 753 943 
05.04.2019 10:00,923,5,9,16,19,4,5,12,16,336 204 991 
04.04.2019 22:00,922,7,12,13,15,5,11,14,18,333 088 000 
04.04.2019 10:00,921,4,7,12,15,9,14,15,18,331 547 148 
03.04.2019 22:00,920,10,12,14,16,5,6,14,19,328 915 157 
03.04.2019 10:00,919,6,8,17,19,1,3,7,11,327 425 500 
02.04.2019 22:00,918,5,6,11,20,3,4,5,19,324 561 958 
02.04.2019 10:00,917,7,10,13,19,2,5,8,11,323 029 495 
01.04.2019 22:00,916,2,4,5,15,6,13,17,19,320 092 321 
01.04.2019 10:00,915,5,12,18,19,1,2,7,13,318 639 473 
31.03.2019 22:00,914,2,5,12,19,3,4,8,12,315 925 630 
31.03.2019 10:00,913,5,7,13,19,4,13,14,18,314 497 371 
30.03.2019 22:00,912,1,2,4,14,1,4,11,12,311 376 354 
30.03.2019 10:00,911,4,10,15,20,4,10,18,19,309 631 111 
29.03.2019 22:00,910,6,14,15,16,12,14,18,20,306 185 202 
29.03.2019 10:00,909,5,10,12,15,4,8,19,20,304 412 096 
28.03.2019 22:00,908,4,7,17,20,6,7,18,20,301 033 610 
28.03.2019 10:00,907,7,8,9,10,4,6,10,17,299 636 642 
27.03.2019 22:00,906,5,8,9,13,3,8,11,15,296 213 726 
27.03.2019 10:00,905,4,10,14,17,9,10,11,16,294 693 916 
26.03.2019 22:00,904,11,14,15,19,9,10,18,19,292 184 535 
26.03.2019 10:00,903,5,11,15,18,3,14,18,20,290 660 886 
25.03.2019 22:00,902,1,3,5,10,1,9,13,19,287 815 907 
25.03.2019 10:00,901,6,7,9,14,1,9,16,17,286 460 812 
24.03.2019 22:00,900,4,13,16,20,2,7,8,12,283 852 344 
24.03.2019 10:00,899,1,2,5,14,3,7,11,18,282 427 794 
23.03.2019 22:00,898,3,11,14,19,4,7,15,16,280 026 556 
23.03.2019 10:00,897,2,4,13,17,1,11,12,17,278 445 785 
22.03.2019 22:00,896,8,11,13,19,1,11,14,18,275 139 964 
22.03.2019 10:00,895,7,8,12,19,5,7,9,12,273 596 198 
21.03.2019 22:00,894,4,7,10,15,2,11,12,13,271 105 540 
21.03.2019 10:00,893,5,7,15,16,1,6,11,14,269 386 895 
20.03.2019 22:00,892,1,7,10,18,1,12,18,19,266 007 926 
20.03.2019 10:00,891,6,10,14,19,2,5,17,20,264 563 502 
19.03.2019 22:00,890,3,7,9,10,12,13,14,18,262 341 348 
19.03.2019 10:00,889,11,13,17,20,2,6,10,11,261 154 489 
18.03.2019 22:00,888,12,17,18,20,1,2,7,12,258 272 097 
18.03.2019 10:00,887,3,7,12,16,2,7,14,20,257 208 315 
17.03.2019 22:00,886,4,8,9,12,1,6,15,16,254 822 775 
17.03.2019 10:00,885,13,15,18,20,2,9,11,20,253 595 398 
16.03.2019 22:00,884,5,7,16,18,5,6,16,17,251 421 613 
16.03.2019 10:00,883,2,14,19,20,6,8,10,12,249 962 370 
15.03.2019 22:00,882,2,5,8,18,2,4,14,20,247 626 228 
15.03.2019 10:00,881,7,10,12,20,4,11,15,19,246 191 463 
14.03.2019 22:00,880,4,6,8,20,1,6,10,18,243 942 091 
14.03.2019 10:00,879,2,12,13,14,4,11,15,18,242 892 476 
13.03.2019 22:00,878,1,10,11,12,4,7,15,18,240 686 636 
13.03.2019 10:00,877,5,10,11,16,2,9,15,17,239 791 238 
12.03.2019 22:00,876,5,8,11,19,5,6,14,17,237 923 995 
12.03.2019 10:00,875,5,6,13,20,1,9,11,17,236 870 569 
11.03.2019 22:00,874,2,3,8,12,7,8,10,13,234 812 200 
11.03.2019 10:00,873,7,8,13,19,12,14,17,18,233 735 088 
10.03.2019 22:00,872,8,10,11,15,10,12,18,20,231 850 286 
10.03.2019 10:00,871,3,5,17,20,6,12,13,19,230 959 420 
09.03.2019 22:00,870,2,10,14,20,1,10,14,16,229 271 963 
09.03.2019 10:00,869,8,10,18,19,3,8,11,19,228 285 064 
08.03.2019 22:00,868,3,6,11,18,4,5,15,17,226 227 455 
08.03.2019 10:00,867,2,7,18,20,2,3,7,13,224 992 284 
07.03.2019 22:00,866,10,12,16,19,1,7,9,12,222 603 122 
07.03.2019 10:00,865,3,7,11,15,5,6,15,20,221 328 555 
06.03.2019 22:00,864,9,14,15,19,4,5,8,17,218 916 148 
06.03.2019 10:00,863,1,7,8,19,1,5,15,16,217 657 147 
05.03.2019 22:00,862,1,9,11,15,1,13,19,20,215 334 662 
05.03.2019 10:00,861,2,3,5,17,2,3,8,9,214 137 831 
04.03.2019 22:00,860,10,12,14,17,5,6,9,14,211 884 235 
04.03.2019 10:00,859,3,16,18,20,2,8,13,17,210 814 143 
03.03.2019 22:00,858,4,7,8,16,5,12,14,16,209 141 764 
03.03.2019 10:00,857,5,9,17,20,1,6,12,17,208 004 965 
02.03.2019 22:00,856,2,6,14,20,2,7,11,13,206 045 917 
02.03.2019 10:00,855,3,5,6,12,2,3,8,14,204 779 078 
01.03.2019 22:00,854,3,7,14,19,10,13,16,17,202 586 327 
01.03.2019 10:00,853,2,9,14,17,11,14,17,20,201 503 462 
28.02.2019 22:00,852,8,17,18,20,5,6,7,12,198 841 789 
28.02.2019 10:00,851,1,11,12,16,1,3,8,15,197 447 390 
27.02.2019 22:00,850,5,12,17,20,5,6,15,19,194 646 461 
27.02.2019 10:00,849,4,12,13,17,2,11,12,13,193 437 510 
26.02.2019 22:00,848,3,4,6,8,6,8,11,14,191 067 557 
26.02.2019 10:00,847,2,13,18,20,2,12,18,19,189 850 193 
25.02.2019 22:00,846,1,6,9,19,2,6,12,14,187 868 976 
25.02.2019 10:00,845,2,7,8,12,5,6,9,15,186 709 497 
24.02.2019 22:00,844,2,6,9,19,1,2,9,14,184 973 577 
24.02.2019 10:00,843,1,4,7,9,7,8,12,19,183 920 459 
23.02.2019 22:00,842,9,14,15,16,1,2,12,20,181 276 971 
23.02.2019 10:00,841,3,10,11,15,11,13,14,20,180 009 949 
22.02.2019 22:00,840,3,6,9,15,3,4,5,17,177 730 876 
22.02.2019 10:00,839,1,10,18,20,1,7,16,18,176 415 549 
21.02.2019 22:00,838,4,11,14,20,2,10,15,18,173 758 555 
21.02.2019 10:00,837,10,16,18,20,8,10,17,20,172 411 858 
20.02.2019 22:00,836,6,13,16,20,6,12,16,18,169 646 988 
20.02.2019 10:00,835,1,9,14,16,6,15,18,20,168 543 203 
19.02.2019 22:00,834,2,3,4,13,2,11,12,19,165 831 855 
19.02.2019 10:00,833,2,10,15,20,1,2,4,15,164 342 804 
18.02.2019 22:00,832,2,5,16,18,2,9,11,18,162 242 837 
18.02.2019 10:00,831,13,17,18,20,3,8,15,16,160 970 572 
17.02.2019 22:00,830,2,9,16,17,12,14,16,17,158 953 230 
17.02.2019 10:00,829,1,6,8,10,7,10,17,18,157 692 131 
16.02.2019 22:00,828,4,9,10,15,1,2,12,16,154 768 698 
16.02.2019 10:00,827,13,14,15,19,4,12,13,20,153 359 184 
15.02.2019 22:00,826,1,3,6,9,1,5,14,15,150 091 841 
15.02.2019 10:00,825,2,14,17,20,2,8,16,19,148 567 271 
14.02.2019 22:00,824,3,16,18,20,5,7,14,19,145 940 464 
14.02.2019 10:00,823,5,11,17,19,3,4,10,14,144 700 650 
13.02.2019 22:00,822,2,4,6,17,4,5,7,9,142 076 220 
13.02.2019 10:00,821,11,15,16,20,2,14,17,18,140 547 678 
12.02.2019 22:00,820,1,6,15,19,7,8,18,20,138 028 091 
12.02.2019 10:00,819,1,2,12,16,9,15,16,17,136 723 904 
11.02.2019 22:00,818,3,13,14,16,3,8,10,14,134 361 067 
11.02.2019 10:00,817,3,7,17,18,2,6,18,19,133 027 082 
10.02.2019 22:00,816,2,6,15,18,2,7,11,16,130 230 157 
10.02.2019 10:00,815,8,14,18,19,2,7,9,17,129 073 506 
09.02.2019 22:00,814,5,14,15,16,1,14,17,19,125 755 626 
09.02.2019 10:00,813,7,14,16,17,6,13,17,20,124 185 396 
08.02.2019 22:00,812,3,5,7,15,4,7,15,17,120 706 064 
08.02.2019 10:00,811,3,9,11,14,3,7,13,14,119 479 204 
07.02.2019 22:00,810,3,4,5,14,2,11,13,20,116 210 860 
07.02.2019 10:00,809,5,10,12,19,2,3,11,18,114 553 129 
06.02.2019 22:00,808,2,3,6,16,7,11,14,16,111 574 696 
06.02.2019 10:00,807,6,10,11,14,2,5,11,16,109 865 516 
05.02.2019 22:00,806,3,10,15,17,4,6,7,9,106 191 471 
05.02.2019 10:00,805,8,10,11,17,2,12,16,17,104 703 931 
04.02.2019 22:00,804,4,6,7,15,6,8,15,19,101 686 229 
04.02.2019 10:00,803,3,4,17,19,1,11,14,15,99 883 372 
03.02.2019 22:00,802,2,3,11,20,3,11,15,18,96 988 110 
03.02.2019 10:00,801,3,11,16,20,1,3,9,12,95 219 061 
02.02.2019 22:00,800,1,3,7,16,2,4,13,19,90 955 951 
02.02.2019 10:00,799,2,3,14,17,5,11,14,19,88 784 567 
01.02.2019 22:00,798,3,5,12,14,1,13,16,18,555 481 830 
01.02.2019 10:00,797,3,5,8,20,5,7,10,11,552 208 887 
31.01.2019 22:00,796,4,5,10,14,6,7,12,15,547 289 789 
31.01.2019 10:00,795,1,2,12,19,1,3,15,19,544 694 031 
30.01.2019 22:00,794,6,7,10,17,2,8,10,13,539 365 226 
30.01.2019 10:00,793,7,12,17,19,7,13,19,20,535 404 112 
29.01.2019 22:00,792,4,9,11,15,3,7,9,19,1 017 291 988 
29.01.2019 10:00,791,4,6,18,20,1,2,3,11,1 013 388 631 
28.01.2019 22:00,790,2,9,17,19,2,3,5,8,1 008 005 149 
28.01.2019 10:00,789,14,16,18,19,1,4,15,16,1 005 232 349 
27.01.2019 22:00,788,5,14,16,20,4,6,7,9,1 000 425 426 
27.01.2019 10:00,787,2,3,13,18,2,6,16,19,998 088 855 
26.01.2019 22:00,786,1,2,7,15,6,7,13,14,994 419 062 
26.01.2019 10:00,785,5,10,19,20,1,4,7,20,992 313 116 
25.01.2019 22:00,784,11,14,15,17,2,3,9,15,987 190 281 
25.01.2019 10:00,783,1,8,11,18,1,9,15,20,984 622 645 
24.01.2019 22:00,782,7,8,13,18,1,4,14,16,980 763 677 
24.01.2019 10:00,781,4,6,12,14,1,6,11,19,978 244 872 
23.01.2019 22:00,780,13,14,15,19,4,11,12,17,973 501 056 
23.01.2019 10:00,779,5,12,15,18,2,3,5,10,971 054 315 
22.01.2019 22:00,778,3,4,6,20,1,3,10,14,966 509 943 
22.01.2019 10:00,777,2,5,7,11,1,4,10,18,964 408 085 
21.01.2019 22:00,776,9,12,16,18,3,12,17,20,960 752 785 
21.01.2019 10:00,775,2,12,14,17,1,2,5,13,958 348 728 
20.01.2019 22:00,774,6,7,12,18,13,14,16,18,954 982 714 
20.01.2019 10:00,773,11,13,14,16,4,9,14,17,952 844 949 
19.01.2019 22:00,772,12,14,15,20,3,8,9,10,948 267 484 
19.01.2019 10:00,771,4,6,12,15,5,10,12,17,945 785 549 
18.01.2019 22:00,770,4,10,11,20,1,2,18,19,940 774 955 
18.01.2019 10:00,769,6,13,14,18,7,9,16,18,938 771 718 
17.01.2019 22:00,768,2,8,17,19,3,13,14,20,934 239 013 
17.01.2019 10:00,767,15,17,18,20,2,5,11,14,931 651 008 
16.01.2019 22:00,766,4,7,11,17,5,7,14,20,927 752 136 
16.01.2019 10:00,765,3,4,16,18,1,4,11,18,925 669 761 
15.01.2019 22:00,764,1,3,10,17,8,10,11,18,922 059 063 
15.01.2019 10:00,763,1,2,3,5,8,9,14,19,919 757 664 
14.01.2019 22:00,762,3,12,14,17,11,14,15,19,916 700 983 
14.01.2019 10:00,761,8,13,15,19,7,12,18,19,914 717 504 
13.01.2019 22:00,760,3,5,9,16,7,8,10,18,911 220 752 
13.01.2019 10:00,759,1,6,17,18,1,9,13,20,909 646 995 
12.01.2019 22:00,758,2,4,9,20,2,4,11,14,905 793 242 
12.01.2019 10:00,757,8,11,16,17,6,11,13,14,903 691 579 
11.01.2019 22:00,756,1,6,19,20,3,10,16,18,900 067 607 
11.01.2019 10:00,755,9,18,19,20,1,6,19,20,897 775 425 
10.01.2019 22:00,754,2,4,11,14,3,9,10,17,894 447 000 
10.01.2019 10:00,753,1,8,9,18,3,7,13,20,892 568 823 
09.01.2019 22:00,752,3,4,8,11,4,14,17,19,888 909 304 
09.01.2019 10:00,751,3,4,5,15,1,10,14,20,887 368 815 
08.01.2019 22:00,750,2,8,12,18,7,15,18,19,884 497 126 
08.01.2019 10:00,749,4,5,8,13,1,10,14,18,882 576 682 
07.01.2019 22:00,748,1,3,12,13,5,8,11,15,879 100 691 
07.01.2019 10:00,747,2,3,17,20,9,12,13,14,876 844 727 
06.01.2019 22:00,746,9,13,16,17,10,11,15,17,872 910 781 
06.01.2019 10:00,745,3,5,9,17,4,10,11,15,871 353 570 
05.01.2019 22:00,744,2,15,17,19,5,10,12,15,868 383 525 
05.01.2019 10:00,743,6,8,12,16,1,11,19,20,866 417 243 
04.01.2019 22:00,742,4,8,9,10,12,14,16,18,863 360 923 
04.01.2019 10:00,741,7,9,16,19,11,12,14,20,861 666 576 
03.01.2019 22:00,740,1,4,15,16,1,7,12,18,857 847 467 
03.01.2019 10:00,739,1,2,8,20,5,6,11,16,856 396 610 
02.01.2019 22:00,738,1,2,11,15,2,3,10,19,852 962 613 
02.01.2019 10:00,737,1,10,17,18,3,11,16,17,851 001 200 
01.01.2019 22:00,736,3,8,9,13,6,9,14,16,848 965 050 
01.01.2019 10:00,735,2,3,11,18,2,13,17,20,846 891 803 
31.12.2018 22:00,734,5,8,9,15,5,7,9,11,841 448 248 
31.12.2018 10:00,733,2,6,18,19,7,8,10,15,838 676 342 
30.12.2018 22:00,732,3,8,11,19,2,4,13,19,835 019 882 
30.12.2018 10:00,731,1,4,16,18,3,11,13,17,832 646 438 
29.12.2018 22:00,730,2,3,7,16,6,9,13,15,828 005 606 
29.12.2018 10:00,729,10,12,17,19,7,16,18,20,826 026 604 
28.12.2018 22:00,728,14,15,16,18,2,11,17,20,821 520 795 
28.12.2018 10:00,727,10,11,18,19,10,11,14,20,819 703 183 
27.12.2018 22:00,726,10,11,16,18,5,12,15,16,815 535 799 
27.12.2018 10:00,725,16,17,18,19,3,5,13,15,813 779 307 
26.12.2018 22:00,724,12,13,17,18,11,13,18,19,810 027 523 
26.12.2018 10:00,723,1,3,4,10,2,3,6,8,807 848 552 
25.12.2018 22:00,722,2,9,16,17,1,5,9,18,804 400 062 
25.12.2018 10:00,721,2,7,9,16,8,12,13,19,802 465 297 
24.12.2018 22:00,720,3,5,6,18,2,4,13,18,799 598 083 
24.12.2018 10:00,719,4,5,7,15,1,8,14,20,797 755 525 
23.12.2018 22:00,718,7,9,15,18,5,8,12,16,795 029 791 
23.12.2018 10:00,717,1,7,18,19,2,8,11,13,793 217 593 
22.12.2018 22:00,716,3,8,9,18,4,7,15,18,790 186 458 
22.12.2018 10:00,715,2,4,18,20,6,7,13,14,788 557 680 
21.12.2018 22:00,714,1,10,18,19,3,8,16,17,784 519 771 
21.12.2018 10:00,713,4,9,16,17,2,9,11,15,782 455 580 
20.12.2018 22:00,712,6,7,19,20,6,7,14,15,778 653 999 
20.12.2018 10:00,711,8,9,12,17,4,5,14,17,776 494 103 
19.12.2018 22:00,710,4,7,17,18,1,6,12,17,772 348 943 
19.12.2018 10:00,709,2,6,7,12,2,5,6,19,770 442 654 
18.12.2018 22:00,708,7,11,17,18,9,10,16,20,766 907 712 
18.12.2018 10:00,707,9,12,14,15,7,9,13,14,764 998 993 
17.12.2018 22:00,706,5,7,8,14,12,13,14,15,762 167 622 
17.12.2018 10:00,705,1,3,14,16,2,9,12,20,760 292 126 
16.12.2018 22:00,704,3,6,10,11,3,13,15,20,757 019 290 
16.12.2018 10:00,703,3,9,13,14,4,7,16,18,755 553 026 
15.12.2018 22:00,702,7,10,15,20,3,8,16,17,752 601 980 
15.12.2018 10:00,701,1,13,14,20,1,2,5,6,750 466 545 
14.12.2018 22:00,700,4,8,18,19,1,2,6,8,746 395 466 
14.12.2018 10:00,699,7,11,12,14,7,12,18,19,744 451 734 
13.12.2018 22:00,698,3,14,16,18,6,11,16,18,740 499 809 
13.12.2018 10:00,697,3,13,15,17,11,13,14,18,738 488 279 
12.12.2018 22:00,696,1,12,16,18,1,9,13,18,734 463 821 
12.12.2018 10:00,695,4,10,18,20,10,12,13,14,732 468 947 
11.12.2018 22:00,694,1,5,7,13,12,15,16,19,728 851 682 
11.12.2018 10:00,693,8,9,10,12,5,6,10,18,726 896 738 
10.12.2018 22:00,692,4,7,14,19,2,4,14,20,723 346 910 
10.12.2018 10:00,691,3,6,8,16,1,13,15,19,721 684 978 
09.12.2018 22:00,690,7,10,14,17,3,6,9,19,718 989 179 
09.12.2018 10:00,689,1,2,9,10,1,9,14,15,717 119 558 
08.12.2018 22:00,688,3,5,19,20,1,12,16,20,713 934 556 
08.12.2018 10:00,687,5,6,14,15,2,4,15,17,711 905 794 
07.12.2018 22:00,686,2,3,12,17,1,10,14,19,707 721 246 
07.12.2018 10:00,685,2,3,7,20,9,10,17,18,705 731 058 
06.12.2018 22:00,684,4,10,15,17,2,10,11,13,702 504 248 
06.12.2018 10:00,683,1,13,14,15,1,8,10,20,700 106 903 
05.12.2018 22:00,682,5,7,11,19,10,16,19,20,696 882 587 
05.12.2018 10:00,681,6,7,17,18,5,12,14,16,695 020 184 
04.12.2018 22:00,680,4,7,13,14,1,3,13,15,692 191 025 
04.12.2018 10:00,679,1,4,5,20,7,9,11,17,690 362 871 
03.12.2018 22:00,678,7,11,14,17,5,9,10,16,687 691 837 
03.12.2018 10:00,677,1,4,12,19,5,6,18,20,686 057 882 
02.12.2018 22:00,676,7,8,10,18,5,12,18,20,683 529 303 
02.12.2018 10:00,675,2,11,13,18,4,7,9,12,681 816 064 
01.12.2018 22:00,674,5,7,8,13,5,6,15,19,679 001 107 
01.12.2018 10:00,673,4,7,8,11,6,8,17,18,677 110 697 
30.11.2018 22:00,672,2,3,8,13,3,4,16,17,673 608 820 
30.11.2018 10:00,671,5,15,17,20,1,11,12,18,671 732 750 
29.11.2018 22:00,670,10,13,14,17,1,3,7,9,668 932 062 
