date,circulation,n_1_1,n_1_2,n_1_3,n_1_4,n_2_1,n_2_2,n_2_3,n_2_4,prize
16.05.2020 22:00,1806,1,5,8,20,8,13,14,16,561 554 190 
16.05.2020 16:00,1805,4,5,11,13,1,7,18,20,560 914 530 
16.05.2020 13:00,1804,7,8,11,15,1,7,11,17,560 262 637 
16.05.2020 10:00,1803,4,5,8,20,3,8,11,15,559 341 095 
15.05.2020 22:00,1802,1,11,12,14,6,8,16,18,558 139 822 
15.05.2020 16:00,1801,5,6,14,19,1,2,16,20,557 453 100 
15.05.2020 13:00,1800,1,2,7,13,2,6,15,20,556 757 766 
15.05.2020 10:00,1799,1,3,11,19,8,12,14,18,555 814 564 
14.05.2020 22:00,1798,1,8,9,19,2,12,15,20,554 733 838 
14.05.2020 16:00,1797,2,11,12,14,5,6,7,13,554 141 759 
14.05.2020 13:00,1796,5,7,8,12,6,9,12,15,553 479 554 
14.05.2020 10:00,1795,2,6,12,14,1,3,9,12,552 526 305 
13.05.2020 22:00,1794,7,8,17,19,5,6,8,16,551 395 653 
13.05.2020 16:00,1793,3,6,13,15,6,9,10,16,550 754 727 
13.05.2020 13:00,1792,4,9,10,18,3,5,12,17,550 172 709 
13.05.2020 10:00,1791,7,10,13,15,2,7,11,18,549 299 686 
12.05.2020 22:00,1790,2,3,8,9,2,8,13,17,548 254 935 
12.05.2020 16:00,1789,2,6,14,18,3,16,18,19,547 708 484 
12.05.2020 13:00,1788,6,11,13,14,4,10,12,13,547 183 578 
12.05.2020 10:00,1787,4,5,7,10,7,8,11,14,546 356 395 
11.05.2020 22:00,1786,15,16,19,20,1,9,10,19,545 379 873 
11.05.2020 16:00,1785,8,9,16,18,1,5,7,20,544 824 178 
11.05.2020 13:00,1784,1,5,15,18,4,5,8,10,544 250 866 
11.05.2020 10:00,1783,5,8,10,17,2,3,10,12,543 449 003 
10.05.2020 22:00,1782,1,4,6,14,6,8,13,17,542 619 546 
10.05.2020 16:00,1781,6,7,13,20,6,7,16,19,542 033 307 
10.05.2020 13:00,1780,2,10,13,14,9,11,17,20,541 381 851 
10.05.2020 10:00,1779,4,9,17,18,2,10,17,19,540 696 921 
09.05.2020 22:00,1778,4,7,12,18,1,7,10,19,539 970 499 
09.05.2020 16:00,1777,6,7,14,20,3,9,10,11,539 442 132 
09.05.2020 13:00,1776,4,7,10,20,13,15,16,19,538 925 771 
09.05.2020 10:00,1775,3,9,10,11,12,14,17,20,538 046 101 
08.05.2020 22:00,1774,4,8,17,18,1,4,12,18,536 950 288 
08.05.2020 16:00,1773,2,6,19,20,6,9,13,14,536 365 507 
08.05.2020 13:00,1772,1,8,10,17,5,13,14,17,535 763 858 
08.05.2020 10:00,1771,2,4,14,16,8,11,18,20,534 889 507 
07.05.2020 22:00,1770,8,10,13,19,2,7,9,17,533 836 040 
07.05.2020 16:00,1769,3,4,6,15,8,14,18,19,533 227 101 
07.05.2020 13:00,1768,4,9,13,20,8,10,16,18,532 635 576 
07.05.2020 10:00,1767,4,5,6,8,1,2,4,16,531 729 733 
06.05.2020 22:00,1766,2,5,6,18,3,5,7,8,530 607 063 
06.05.2020 16:00,1765,2,3,7,8,2,8,11,16,530 086 877 
06.05.2020 13:00,1764,7,12,15,19,5,14,18,20,529 521 320 
06.05.2020 10:00,1763,7,9,16,17,8,10,12,20,528 717 346 
05.05.2020 22:00,1762,1,7,12,18,6,12,14,18,527 823 740 
05.05.2020 16:00,1761,5,6,7,8,8,10,14,17,527 354 228 
05.05.2020 13:00,1760,1,2,10,14,1,3,6,13,526 831 279 
05.05.2020 10:00,1759,2,8,12,15,5,10,11,20,526 058 273 
04.05.2020 22:00,1758,3,11,18,19,4,8,11,19,525 157 003 
04.05.2020 16:00,1757,5,7,18,19,5,8,13,15,524 625 139 
04.05.2020 13:00,1756,1,6,15,16,1,4,9,19,524 050 625 
04.05.2020 10:00,1755,2,10,13,18,8,10,17,18,523 256 642 
03.05.2020 22:00,1754,8,13,14,15,8,11,13,16,522 344 014 
03.05.2020 16:00,1753,8,18,19,20,1,6,14,17,521 721 550 
03.05.2020 13:00,1752,3,10,16,17,5,15,16,20,521 121 805 
03.05.2020 10:00,1751,4,6,18,20,5,6,16,17,520 417 134 
02.05.2020 22:00,1750,3,5,10,11,11,12,16,19,519 547 070 
02.05.2020 16:00,1749,1,14,16,19,8,9,18,19,519 029 058 
02.05.2020 13:00,1748,4,12,15,17,9,17,19,20,518 462 904 
02.05.2020 10:00,1747,3,9,17,18,3,6,13,14,517 625 513 
01.05.2020 22:00,1746,3,4,10,20,1,4,6,20,516 674 535 
01.05.2020 16:00,1745,2,12,13,19,9,15,19,20,516 119 677 
01.05.2020 13:00,1744,5,8,13,15,1,2,14,18,515 512 475 
01.05.2020 10:00,1743,12,16,18,20,1,7,17,20,514 546 776 
30.04.2020 22:00,1742,14,15,18,20,9,10,11,16,513 436 212 
30.04.2020 16:00,1741,3,10,18,19,1,5,8,13,512 829 765 
30.04.2020 13:00,1740,11,12,14,16,13,14,16,19,512 165 024 
30.04.2020 10:00,1739,8,9,10,14,6,9,13,19,511 257 135 
29.04.2020 22:00,1738,1,8,13,16,10,12,14,16,510 059 884 
29.04.2020 16:00,1737,5,12,15,16,2,8,10,11,509 427 149 
29.04.2020 13:00,1736,7,10,11,14,4,5,12,17,508 834 974 
29.04.2020 10:00,1735,4,13,19,20,3,8,12,15,507 968 036 
28.04.2020 22:00,1734,11,17,19,20,8,10,11,18,507 032 468 
28.04.2020 16:00,1733,6,8,18,20,1,7,11,16,506 516 896 
28.04.2020 13:00,1732,3,5,15,19,1,4,9,15,505 984 020 
28.04.2020 10:00,1731,2,6,9,12,3,8,10,20,505 145 531 
27.04.2020 22:00,1730,1,9,16,19,6,11,13,14,504 112 083 
27.04.2020 16:00,1729,1,10,15,16,1,3,7,10,503 598 584 
27.04.2020 13:00,1728,1,15,17,19,5,13,15,19,503 076 740 
27.04.2020 10:00,1727,4,5,8,14,6,10,15,17,502 412 923 
26.04.2020 22:00,1726,8,11,14,15,1,5,6,17,501 420 375 
26.04.2020 16:00,1725,2,7,14,19,2,8,13,15,500 874 467 
26.04.2020 13:00,1724,5,7,8,12,2,3,9,16,500 289 021 
26.04.2020 10:00,1723,3,4,8,10,2,4,9,14,499 526 177 
25.04.2020 22:00,1722,1,3,13,18,2,8,10,13,498 527 452 
25.04.2020 16:00,1721,5,8,9,10,8,12,15,20,497 902 841 
25.04.2020 13:00,1720,1,5,12,19,2,3,18,19,497 319 480 
25.04.2020 10:00,1719,1,6,13,16,2,18,19,20,496 233 143 
24.04.2020 22:00,1718,6,7,9,13,3,5,6,9,495 220 214 
24.04.2020 16:00,1717,9,14,17,20,12,17,19,20,494 624 267 
24.04.2020 13:00,1716,5,8,9,16,3,4,6,12,494 063 274 
24.04.2020 10:00,1715,4,14,15,17,12,16,17,20,493 083 249 
23.04.2020 22:00,1714,1,4,12,15,4,6,15,17,492 204 935 
23.04.2020 16:00,1713,10,11,17,19,3,16,18,20,491 673 636 
23.04.2020 13:00,1712,5,14,18,19,3,6,16,18,491 124 473 
23.04.2020 10:00,1711,6,9,19,20,3,4,5,15,490 234 828 
22.04.2020 22:00,1710,7,12,17,18,2,4,9,12,489 237 581 
22.04.2020 16:00,1709,3,16,17,20,12,13,17,20,488 682 587 
22.04.2020 13:00,1708,6,7,11,13,7,11,17,18,488 153 908 
22.04.2020 10:00,1707,3,4,9,14,2,3,17,20,487 302 364 
21.04.2020 22:00,1706,2,3,7,17,1,2,7,11,486 292 123 
21.04.2020 16:00,1705,4,8,16,17,1,3,7,13,485 706 986 
21.04.2020 13:00,1704,6,13,16,19,1,2,13,15,485 139 719 
21.04.2020 10:00,1703,4,7,9,18,11,13,14,20,484 460 654 
20.04.2020 22:00,1702,5,8,12,18,5,7,8,12,483 402 723 
20.04.2020 16:00,1701,3,6,8,20,5,6,9,16,482 837 466 
20.04.2020 13:00,1700,2,6,11,18,1,6,12,16,482 233 250 
20.04.2020 10:00,1699,4,6,8,18,3,4,9,16,481 415 945 
19.04.2020 22:00,1698,4,9,18,19,1,8,9,20,480 358 453 
19.04.2020 16:00,1697,2,3,11,13,3,8,12,17,479 746 300 
19.04.2020 13:00,1696,2,4,10,15,2,7,9,12,479 097 263 
19.04.2020 10:00,1695,2,5,13,18,5,6,10,19,478 212 174 
18.04.2020 22:00,1694,2,4,5,8,1,9,12,20,477 183 392 
18.04.2020 16:00,1693,1,10,11,12,9,13,14,15,476 575 710 
18.04.2020 13:00,1692,16,17,18,20,6,9,17,20,475 912 813 
18.04.2020 10:00,1691,6,7,12,19,3,6,9,12,475 066 285 
17.04.2020 22:00,1690,6,7,11,15,8,16,17,20,473 979 186 
17.04.2020 16:00,1689,1,15,19,20,4,11,13,16,473 405 669 
17.04.2020 13:00,1688,4,6,14,16,1,2,5,17,472 773 628 
17.04.2020 10:00,1687,7,13,14,20,1,6,7,18,471 800 341 
16.04.2020 22:00,1686,6,10,13,14,1,10,15,20,470 599 893 
16.04.2020 16:00,1685,3,6,8,16,3,5,6,9,470 021 413 
16.04.2020 13:00,1684,5,7,8,20,1,4,8,11,469 369 463 
16.04.2020 10:00,1683,4,8,16,20,7,8,12,17,468 581 247 
15.04.2020 22:00,1682,1,13,17,20,5,18,19,20,467 330 827 
15.04.2020 16:00,1681,14,15,16,18,3,5,12,19,466 720 323 
15.04.2020 13:00,1680,8,11,13,17,8,9,15,16,466 141 518 
15.04.2020 10:00,1679,2,4,9,16,3,6,15,16,465 243 481 
14.04.2020 22:00,1678,1,8,13,15,2,3,13,16,464 145 545 
14.04.2020 16:00,1677,7,10,18,19,7,8,9,10,463 538 938 
14.04.2020 13:00,1676,1,2,13,15,7,9,11,14,462 942 733 
14.04.2020 10:00,1675,6,10,11,14,5,8,11,13,461 982 539 
13.04.2020 22:00,1674,5,13,14,16,1,10,13,18,460 736 780 
13.04.2020 16:00,1673,4,16,17,18,3,10,11,15,460 049 380 
13.04.2020 13:00,1672,1,3,13,16,10,11,14,17,459 529 806 
13.04.2020 10:00,1671,9,10,16,19,4,6,7,8,458 729 922 
12.04.2020 22:00,1670,7,14,15,16,4,8,9,19,457 629 322 
12.04.2020 16:00,1669,4,8,13,20,7,12,14,17,456 902 382 
12.04.2020 13:00,1668,5,11,12,13,1,7,9,15,456 240 702 
12.04.2020 10:00,1667,4,5,6,8,1,6,9,11,455 210 469 
11.04.2020 22:00,1666,2,7,13,16,3,6,11,17,454 163 306 
11.04.2020 16:00,1665,1,5,9,12,2,14,16,19,453 362 506 
11.04.2020 13:00,1664,3,6,16,20,1,6,14,20,452 339 434 
11.04.2020 10:00,1663,8,10,15,18,3,11,12,17,450 967 038 
10.04.2020 22:00,1662,3,12,13,20,1,10,13,15,607 584 783 
08.04.2020 10:00,1661,13,16,17,19,6,13,14,18,606 528 653 
07.04.2020 22:00,1660,1,2,4,7,1,2,10,15,604 949 836 
07.04.2020 10:00,1659,8,12,18,19,6,12,19,20,603 914 065 
06.04.2020 22:00,1658,5,8,14,20,3,15,17,18,602 360 154 
06.04.2020 10:00,1657,7,8,16,20,2,10,14,17,601 557 974 
05.04.2020 22:00,1656,2,7,14,15,1,10,11,20,599 967 608 
05.04.2020 10:00,1655,1,2,4,14,1,2,4,10,599 116 144 
04.04.2020 22:00,1654,8,14,15,18,9,14,18,19,597 879 171 
04.04.2020 10:00,1653,7,9,13,16,3,10,11,18,596 900 110 
03.04.2020 22:00,1652,2,7,14,15,4,13,15,17,595 545 467 
03.04.2020 10:00,1651,4,6,8,18,5,13,15,17,594 523 326 
02.04.2020 22:00,1650,5,9,15,18,3,6,17,19,592 943 311 
02.04.2020 10:00,1649,2,3,9,13,1,3,7,16,591 943 316 
01.04.2020 22:00,1648,3,10,15,20,2,4,10,16,590 663 981 
01.04.2020 10:00,1647,5,6,16,20,3,5,16,18,589 692 135 
31.03.2020 22:00,1646,4,5,10,19,1,2,6,9,588 230 767 
31.03.2020 10:00,1645,5,8,10,15,11,16,17,19,587 290 909 
30.03.2020 22:00,1644,2,4,8,11,3,5,7,18,585 833 092 
30.03.2020 10:00,1643,6,10,15,16,4,9,10,19,584 873 439 
29.03.2020 22:00,1642,3,13,16,17,1,3,15,18,583 082 115 
29.03.2020 10:00,1641,2,9,13,18,3,4,9,20,582 212 936 
28.03.2020 22:00,1640,4,13,17,18,1,3,7,12,580 263 324 
28.03.2020 10:00,1639,1,5,8,14,5,7,10,15,578 914 306 
27.03.2020 22:00,1638,1,6,9,16,2,4,6,18,576 334 285 
27.03.2020 10:00,1637,5,7,17,18,3,13,17,20,574 968 862 
26.03.2020 22:00,1636,9,10,15,18,13,18,19,20,572 469 292 
26.03.2020 10:00,1635,3,10,11,20,2,6,9,11,571 054 797 
25.03.2020 22:00,1634,7,15,16,19,1,6,14,20,568 252 716 
25.03.2020 10:00,1633,1,7,9,17,1,2,7,16,566 890 164 
24.03.2020 22:00,1632,3,4,5,11,4,6,10,18,564 406 494 
24.03.2020 10:00,1631,2,10,11,20,6,8,9,20,563 099 942 
23.03.2020 22:00,1630,3,7,8,16,2,4,11,13,560 786 782 
23.03.2020 10:00,1629,7,13,15,16,1,3,4,17,559 452 143 
22.03.2020 22:00,1628,5,12,13,18,3,7,14,15,557 118 668 
22.03.2020 10:00,1627,6,11,13,18,8,10,14,17,556 031 121 
21.03.2020 22:00,1626,3,4,6,13,2,3,5,13,553 289 145 
21.03.2020 10:00,1625,9,10,12,14,2,7,16,19,551 696 814 
20.03.2020 22:00,1624,12,14,19,20,1,7,12,16,549 270 288 
20.03.2020 10:00,1623,3,13,15,16,8,9,16,19,547 797 103 
19.03.2020 22:00,1622,1,15,17,19,5,9,14,19,545 539 960 
19.03.2020 10:00,1621,3,7,9,20,1,9,16,20,544 002 392 
18.03.2020 22:00,1620,8,9,17,19,6,9,10,20,541 088 668 
18.03.2020 10:00,1619,2,3,12,18,1,3,8,9,539 923 830 
17.03.2020 22:00,1618,5,7,9,14,6,8,15,17,537 847 450 
17.03.2020 10:00,1617,1,4,7,15,1,3,15,18,536 387 108 
16.03.2020 22:00,1616,1,2,4,8,1,3,5,18,533 896 054 
16.03.2020 10:00,1615,5,6,8,9,7,9,10,14,532 576 793 
15.03.2020 22:00,1614,7,8,10,14,1,11,13,15,530 550 977 
15.03.2020 10:00,1613,1,2,11,15,6,9,10,15,529 469 179 
14.03.2020 22:00,1612,6,13,16,20,1,2,4,13,526 552 973 
14.03.2020 10:00,1611,1,6,8,15,9,10,11,14,525 003 947 
13.03.2020 22:00,1610,2,6,11,13,5,8,14,20,522 507 083 
13.03.2020 10:00,1609,7,8,9,13,8,11,13,16,521 001 693 
12.03.2020 22:00,1608,5,9,18,20,2,4,16,17,518 104 542 
12.03.2020 10:00,1607,1,14,18,20,1,5,7,10,516 769 365 
11.03.2020 22:00,1606,1,4,5,15,3,11,13,17,513 797 873 
11.03.2020 10:00,1605,11,16,18,20,3,7,10,19,512 632 766 
10.03.2020 22:00,1604,2,5,6,7,2,3,6,18,510 057 787 
10.03.2020 10:00,1603,4,9,17,19,1,7,12,18,508 759 431 
09.03.2020 22:00,1602,4,6,18,20,1,13,14,15,506 254 836 
09.03.2020 10:00,1601,1,3,5,10,6,9,13,14,504 810 158 
08.03.2020 22:00,1600,6,7,14,19,2,3,14,17,502 016 010 
08.03.2020 10:00,1599,4,13,15,20,5,6,10,20,500 480 590 
07.03.2020 22:00,1598,3,5,7,14,3,8,9,13,497 737 453 
07.03.2020 10:00,1597,4,9,18,19,2,16,17,19,496 242 118 
06.03.2020 22:00,1596,2,6,9,19,2,11,12,14,493 972 901 
06.03.2020 10:00,1595,2,3,5,19,1,4,11,18,492 547 485 
05.03.2020 22:00,1594,2,7,8,9,7,15,18,19,489 986 153 
05.03.2020 10:00,1593,12,14,15,19,1,6,15,19,488 636 293 
04.03.2020 22:00,1592,9,12,13,18,4,8,15,16,486 521 723 
04.03.2020 10:00,1591,1,4,15,18,2,15,16,19,485 198 379 
03.03.2020 22:00,1590,4,9,11,15,3,8,9,12,483 341 130 
03.03.2020 10:00,1589,1,8,17,18,4,5,12,20,482 063 029 
02.03.2020 22:00,1588,1,3,5,7,1,3,5,19,480 222 818 
02.03.2020 10:00,1587,1,2,15,19,1,10,16,19,479 026 089 
01.03.2020 22:00,1586,9,14,15,18,12,16,18,20,476 855 498 
01.03.2020 10:00,1585,4,10,11,17,2,5,10,18,475 664 591 
29.02.2020 22:00,1584,4,8,9,11,2,7,12,13,473 666 548 
29.02.2020 10:00,1583,8,15,16,19,11,14,15,19,472 327 729 
28.02.2020 22:00,1582,8,11,16,19,6,15,16,18,469 704 039 
28.02.2020 10:00,1581,4,9,15,18,2,11,14,16,468 376 977 
27.02.2020 22:00,1580,6,7,11,15,4,8,10,18,465 903 725 
27.02.2020 10:00,1579,2,11,18,19,7,14,15,16,464 598 265 
26.02.2020 22:00,1578,10,15,17,18,1,3,10,12,461 919 277 
26.02.2020 10:00,1577,3,9,17,20,3,9,11,20,460 820 904 
25.02.2020 22:00,1576,2,6,10,12,1,3,6,16,458 212 399 
25.02.2020 10:00,1575,3,6,10,17,2,13,16,19,457 180 588 
24.02.2020 22:00,1574,2,5,8,15,11,12,15,20,454 946 737 
24.02.2020 10:00,1573,4,8,14,19,3,5,14,20,453 691 354 
23.02.2020 22:00,1572,9,11,12,18,5,18,19,20,451 585 619 
23.02.2020 10:00,1571,5,12,14,15,6,7,18,20,450 230 053 
22.02.2020 22:00,1570,7,13,16,18,5,9,15,16,447 839 027 
22.02.2020 10:00,1569,2,14,18,20,1,3,5,6,446 279 716 
21.02.2020 22:00,1568,5,11,13,17,1,6,7,14,443 886 901 
21.02.2020 10:00,1567,6,10,11,15,2,4,13,17,442 376 940 
20.02.2020 22:00,1566,6,11,12,13,1,14,15,16,439 172 652 
20.02.2020 10:00,1565,5,11,14,20,7,13,14,17,437 912 701 
19.02.2020 22:00,1564,3,10,11,18,3,8,16,17,435 617 518 
19.02.2020 10:00,1563,3,9,11,19,4,5,12,17,434 410 018 
18.02.2020 22:00,1562,5,7,11,13,4,11,13,19,432 321 920 
18.02.2020 10:00,1561,5,12,14,15,4,8,12,13,430 996 091 
17.02.2020 22:00,1560,2,9,11,18,14,15,16,19,428 556 509 
17.02.2020 10:00,1559,3,14,19,20,5,8,11,14,427 251 319 
16.02.2020 22:00,1558,1,7,8,19,10,11,12,19,424 808 174 
16.02.2020 10:00,1557,11,12,14,20,3,7,8,20,423 559 282 
15.02.2020 22:00,1556,7,11,15,16,7,8,15,16,421 389 025 
15.02.2020 10:00,1555,1,13,16,19,6,11,13,17,419 859 760 
14.02.2020 22:00,1554,1,3,4,5,2,4,11,19,416 641 007 
14.02.2020 10:00,1553,1,9,12,19,1,4,9,12,415 364 952 
13.02.2020 22:00,1552,4,5,15,17,2,4,17,18,412 411 365 
13.02.2020 10:00,1551,2,4,5,16,8,10,13,20,410 915 076 
12.02.2020 22:00,1550,9,13,15,19,3,5,10,20,408 563 696 
12.02.2020 10:00,1549,7,8,9,13,7,8,11,17,407 176 809 
11.02.2020 22:00,1548,10,11,12,16,4,5,9,19,404 471 876 
11.02.2020 10:00,1547,8,9,14,17,2,4,13,16,403 057 056 
10.02.2020 22:00,1546,7,16,17,20,3,5,10,17,400 891 133 
10.02.2020 10:00,1545,1,12,17,18,9,11,16,18,399 698 268 
09.02.2020 22:00,1544,9,11,14,16,3,4,14,19,397 678 671 
09.02.2020 10:00,1543,2,8,9,16,4,12,18,19,396 418 405 
08.02.2020 22:00,1542,3,5,11,18,11,13,19,20,394 225 685 
08.02.2020 10:00,1541,4,5,7,18,3,6,7,8,392 835 831 
07.02.2020 22:00,1540,2,9,13,18,1,11,14,19,389 858 246 
07.02.2020 10:00,1539,4,6,15,17,7,11,18,19,388 399 624 
06.02.2020 22:00,1538,3,4,6,16,2,5,8,12,386 054 197 
06.02.2020 10:00,1537,3,5,15,17,1,6,13,19,384 847 162 
05.02.2020 22:00,1536,1,7,15,20,1,10,11,16,381 747 595 
05.02.2020 10:00,1535,1,4,6,12,6,11,13,18,380 320 100 
04.02.2020 22:00,1534,5,10,13,14,5,6,10,13,377 669 635 
04.02.2020 10:00,1533,7,12,19,20,1,2,4,13,376 182 354 
03.02.2020 22:00,1532,5,7,12,18,9,13,19,20,373 855 996 
03.02.2020 10:00,1531,1,7,10,15,3,8,17,18,372 067 131 
02.02.2020 22:00,1530,6,7,9,15,8,12,13,18,368 909 824 
02.02.2020 10:00,1529,1,6,7,19,10,16,18,20,367 301 024 
01.02.2020 22:00,1528,6,11,16,18,4,13,15,16,364 820 000 
01.02.2020 10:00,1527,3,4,10,15,3,8,15,18,363 315 402 
31.01.2020 22:00,1526,6,7,8,18,2,3,5,14,360 849 560 
31.01.2020 10:00,1525,5,15,17,19,8,14,15,17,359 659 152 
30.01.2020 22:00,1524,3,12,13,17,3,10,13,17,357 233 036 
30.01.2020 10:00,1523,6,14,18,20,1,6,13,15,356 005 246 
29.01.2020 22:00,1522,8,9,10,14,3,5,6,20,353 174 167 
29.01.2020 10:00,1521,4,8,9,12,1,2,8,9,352 052 963 
28.01.2020 22:00,1520,1,3,9,19,4,6,14,15,349 775 609 
28.01.2020 10:00,1519,1,3,4,5,2,9,11,13,348 320 263 
27.01.2020 22:00,1518,2,15,17,19,10,15,18,19,345 511 953 
27.01.2020 10:00,1517,7,10,18,19,2,14,16,18,344 026 152 
26.01.2020 22:00,1516,4,12,17,20,7,12,15,20,341 541 938 
26.01.2020 10:00,1515,1,6,11,20,2,12,14,19,340 381 983 
25.01.2020 22:00,1514,1,11,12,19,4,5,7,11,337 493 262 
25.01.2020 10:00,1513,6,7,13,19,4,11,12,18,336 233 464 
24.01.2020 22:00,1512,1,7,10,15,6,7,13,16,333 719 787 
24.01.2020 10:00,1511,5,8,10,12,3,11,13,14,332 423 330 
23.01.2020 22:00,1510,13,15,19,20,2,8,9,20,329 962 371 
23.01.2020 10:00,1509,1,2,18,20,2,5,6,10,328 345 514 
22.01.2020 22:00,1508,1,8,11,16,2,5,10,14,325 770 410 
22.01.2020 10:00,1507,3,14,18,20,9,10,13,15,324 538 299 
21.01.2020 22:00,1506,1,10,13,19,1,3,10,15,321 695 853 
21.01.2020 10:00,1505,2,9,18,20,1,2,12,20,320 071 505 
20.01.2020 22:00,1504,3,5,10,18,6,9,10,18,317 775 021 
20.01.2020 10:00,1503,2,10,14,15,1,4,6,10,316 532 242 
19.01.2020 22:00,1502,1,16,17,20,4,11,12,19,314 195 799 
19.01.2020 10:00,1501,6,11,12,16,2,13,17,20,312 863 414 
18.01.2020 22:00,1500,2,13,17,20,6,8,9,16,310 467 542 
18.01.2020 10:00,1499,4,9,16,17,1,4,7,15,309 184 149 
17.01.2020 22:00,1498,5,14,15,20,2,4,5,15,306 644 392 
17.01.2020 10:00,1497,6,11,12,16,3,14,15,16,305 404 941 
16.01.2020 22:00,1496,7,18,19,20,1,4,7,9,302 818 953 
16.01.2020 10:00,1495,2,3,4,15,2,6,14,20,301 109 882 
15.01.2020 22:00,1494,5,14,18,19,2,9,14,20,298 593 488 
15.01.2020 10:00,1493,1,4,16,19,5,10,13,19,297 097 550 
14.01.2020 22:00,1492,3,11,15,16,3,11,15,17,294 742 614 
14.01.2020 10:00,1491,3,14,16,20,6,11,12,15,293 160 569 
13.01.2020 22:00,1490,1,4,5,11,1,10,13,20,290 584 339 
13.01.2020 10:00,1489,5,7,9,14,3,5,11,13,289 332 909 
12.01.2020 22:00,1488,11,13,17,19,2,6,14,19,286 361 017 
12.01.2020 10:00,1487,1,4,9,18,6,7,9,10,285 075 987 
11.01.2020 22:00,1486,1,11,12,14,3,8,17,19,282 663 088 
11.01.2020 10:00,1485,5,9,16,17,6,15,17,19,281 145 972 
10.01.2020 22:00,1484,9,11,14,16,1,4,5,7,278 063 325 
10.01.2020 10:00,1483,3,8,9,15,8,9,17,18,276 598 237 
09.01.2020 22:00,1482,8,10,15,18,3,4,5,17,273 590 169 
09.01.2020 10:00,1481,11,13,17,18,1,2,6,12,272 319 255 
08.01.2020 22:00,1480,2,6,7,15,6,7,11,15,270 061 573 
08.01.2020 10:00,1479,1,8,10,14,3,9,11,16,268 568 327 
07.01.2020 22:00,1478,2,10,11,15,2,7,8,15,265 763 360 
07.01.2020 10:00,1477,6,11,12,13,1,6,9,15,264 501 954 
06.01.2020 22:00,1476,4,5,13,16,2,7,14,15,261 939 215 
06.01.2020 10:00,1475,9,11,14,20,3,15,18,19,260 405 997 
05.01.2020 22:00,1474,3,4,5,6,4,9,11,15,257 795 940 
05.01.2020 10:00,1473,2,8,9,16,4,7,16,20,256 351 619 
04.01.2020 22:00,1472,1,5,14,19,8,9,14,18,253 871 091 
04.01.2020 10:00,1471,1,3,12,15,2,3,10,14,252 486 185 
03.01.2020 22:00,1470,1,10,11,18,5,11,18,20,249 579 750 
03.01.2020 10:00,1469,4,6,9,20,2,7,17,20,247 666 708 
02.01.2020 22:00,1468,4,8,13,15,1,3,5,12,244 782 941 
02.01.2020 10:00,1467,10,11,17,20,7,13,16,17,243 060 525 
01.01.2020 22:00,1466,7,12,15,19,8,9,12,20,241 536 866 
01.01.2020 10:00,1465,12,13,17,18,4,7,16,18,240 548 331 
31.12.2019 22:00,1464,4,7,13,14,1,3,10,20,237 337 304 
31.12.2019 10:00,1463,3,9,10,11,3,12,18,20,236 114 437 
30.12.2019 22:00,1462,1,3,5,20,1,5,7,11,233 952 196 
30.12.2019 10:00,1461,8,14,19,20,1,10,13,19,233 030 936 
29.12.2019 22:00,1460,3,4,11,19,4,11,14,16,230 922 232 
29.12.2019 10:00,1459,6,11,13,16,8,9,10,14,229 883 346 
28.12.2019 22:00,1458,1,9,10,13,2,8,13,14,228 010 842 
28.12.2019 10:00,1457,10,15,16,18,10,12,16,17,226 854 660 
27.12.2019 22:00,1456,4,9,10,13,2,5,12,16,224 447 492 
27.12.2019 10:00,1455,8,12,15,20,1,7,14,19,223 465 400 
26.12.2019 22:00,1454,1,4,9,14,2,4,12,13,221 489 421 
26.12.2019 10:00,1453,1,2,10,12,12,17,18,20,220 381 570 
25.12.2019 22:00,1452,1,3,12,16,16,17,19,20,218 203 579 
25.12.2019 10:00,1451,11,16,17,18,7,8,16,18,217 357 346 
24.12.2019 22:00,1450,3,5,9,10,4,5,6,18,215 700 686 
24.12.2019 10:00,1449,6,8,14,18,3,6,7,20,214 689 262 
23.12.2019 22:00,1448,2,10,12,19,2,3,9,18,213 120 282 
23.12.2019 10:00,1447,3,4,10,13,6,11,15,18,212 171 826 
22.12.2019 22:00,1446,1,6,13,18,1,9,10,15,210 200 515 
22.12.2019 10:00,1445,1,2,5,14,4,7,9,12,209 272 206 
21.12.2019 22:00,1444,12,13,16,19,4,10,14,17,207 219 297 
21.12.2019 10:00,1443,1,6,13,20,13,16,17,18,206 148 255 
20.12.2019 22:00,1442,2,7,9,20,3,9,10,18,204 311 506 
20.12.2019 10:00,1441,2,7,10,11,5,9,11,13,203 489 041 
19.12.2019 22:00,1440,4,9,10,19,7,13,17,19,201 746 854 
19.12.2019 10:00,1439,5,7,9,19,9,10,12,16,200 715 007 
18.12.2019 22:00,1438,1,12,14,17,3,4,9,17,198 574 492 
18.12.2019 10:00,1437,1,9,12,13,2,10,13,16,197 625 142 
17.12.2019 22:00,1436,2,8,16,19,3,12,15,18,196 025 223 
17.12.2019 10:00,1435,1,3,11,15,4,6,8,14,195 070 188 
16.12.2019 22:00,1434,1,6,7,11,6,7,14,15,193 564 994 
16.12.2019 10:00,1433,2,10,17,19,6,12,15,19,192 636 436 
15.12.2019 22:00,1432,5,10,14,16,3,4,16,20,190 808 137 
15.12.2019 10:00,1431,3,7,10,15,2,7,9,13,189 960 804 
